17:01:56   Default
2021_11_30_Sarah
Time (ms); Pri Amplitude (mm); Sec Amplitude (mm);
407879;55.5307;56.0604
407947;55.5293;55.492
408030;55.3131;55.0489
408102;55.2025;54.6691
408170;54.866;54.2384
408244;54.8069;53.7014
408321;54.2164;53.4427
408389;53.9326;52.7552
408465;53.9753;52.358
408537;53.8418;51.9418
408605;53.7185;51.7541
408681;53.4756;51.559
408754;53.3667;51.4839
408830;53.3341;51.39
408902;53.417;51.447
408973;53.3698;51.4916
409051;53.3458;51.4418
409118;53.4027;51.3593
409195;53.1513;51.2489
409263;53.047;51.5094
409334;53.0706;51.0911
409408;53.0936;50.9532
409482;53.1579;50.7725
409559;53.0967;50.7201
409629;53.106;50.8291
409699;53.0902;50.8537
409773;53.2894;50.9103
409850;53.3142;51.1797
409920;53.3797;51.3533
409989;53.4769;51.5996
410072;53.463;51.806
410139;53.735;52.2526
410211;53.7677;52.7218
410286;53.9683;53.1682
410356;54.2946;53.5081
410435;54.7338;53.9686
410507;54.6625;54.344
410575;55.019;54.7675
410645;55.265;55.172
410722;55.5879;55.6239
410799;55.7771;56.149
410868;55.9586;56.6445
410946;56.127;57.0083
411011;56.1477;57.1795
411089;56.015;57.2161
411161;56.0038;57.2629
411232;55.9822;56.7757
411308;55.9305;56.5295
411381;55.783;56.0256
411450;55.7481;55.7383
411522;55.7334;55.2994
411596;55.415;54.9247
411665;55.3649;54.627
411744;55.1825;54.3579
411813;55.0976;53.9787
411884;54.6609;53.5615
411957;54.3505;53.3049
412030;54.1781;52.9531
412104;53.8809;52.3844
412185;53.8279;52.0689
412254;53.7388;51.7848
412324;53.5308;51.7147
412400;53.4452;51.6377
412476;53.3838;51.4665
412544;53.5477;51.43
412621;53.3928;51.4663
412688;53.3058;51.5037
412762;53.2106;51.4031
412836;53.2842;51.3759
412909;53.1016;51.4252
412974;53.0264;51.3684
413050;52.9432;51.0701
413125;52.8155;50.9
413196;53.0927;50.8287
413270;52.9857;50.912
413341;52.9948;50.9106
413413;53.1132;50.9195
413488;53.0922;51.0458
413561;53.0872;51.1582
413631;53.2202;51.1659
413709;53.2508;51.2623
413788;53.2433;51.2939
413850;53.1021;51.5576
413927;53.3186;52.0149
413997;53.5229;52.0967
414071;53.5126;52.4372
414150;53.8257;52.8122
414222;54.1374;53.312
414287;54.3925;53.7493
414365;54.7293;54.2838
414440;55.008;54.808
414512;55.1917;55.4134
414581;55.3359;55.982
414658;55.607;56.3805
414725;55.7103;56.7795
414799;55.8121;57.1612
414874;55.8626;57.479
414945;55.7915;57.409
415018;56.0512;57.4522
415094;56.0702;57.4168
415165;55.9537;57.298
415239;55.9287;56.933
415310;55.8438;56.6529
415386;55.7456;56.3683
415458;55.6757;56.0898
415530;55.51;55.7755
415603;55.2209;55.4743
415679;54.9856;55.2367
415749;54.4892;54.727
415818;54.5003;54.3218
415893;54.2663;53.9114
415967;54.1141;53.5608
416040;53.965;53.3921
416112;53.9872;53.0043
416184;53.6986;52.7876
416252;53.6033;52.5799
416335;53.6483;52.5254
416409;53.4548;52.4071
416483;53.2709;52.2146
416552;53.1833;52.1959
416628;53.0949;52.2156
416697;52.9624;51.8446
416770;52.9;51.6361
416844;52.9438;51.4977
416914;52.8645;51.5893
416985;52.7692;51.489
417061;52.8504;51.4225
417127;53.0176;51.5064
417206;53.0356;51.6369
417279;52.9967;51.6248
417347;52.8446;51.4994
417422;53.0101;51.5342
417495;52.7285;51.7166
417568;52.651;51.5074
417639;52.6649;51.3395
417714;52.6764;51.2411
417792;52.6725;51.1825
417861;52.7025;51.2289
417937;52.6687;51.2739
418005;52.9262;51.3545
418081;53.0466;51.721
418153;53.2415;52.0975
418221;53.2253;52.4384
418295;53.5467;52.9247
418368;53.8841;53.2843
418448;53.9637;53.8273
418517;54.164;54.5366
418590;54.2669;54.6624
418662;54.6733;55.1039
418738;54.9886;55.4037
418807;55.1625;55.8484
418879;55.4076;56.2068
418953;55.6137;56.5059
419024;55.8505;56.8771
419098;55.9266;57.254
419174;56.0284;57.4234
419245;56.205;57.4566
419315;56.0631;57.3164
419386;55.9171;57.2408
419463;55.7934;56.9157
419537;55.7176;56.4694
419608;55.5873;56.0711
419680;55.4272;55.6681
419748;55.3037;55.2974
419830;55.1818;54.7661
419902;54.9233;54.4016
419983;54.8069;54.0756
420053;54.6349;53.7527
420122;54.584;53.3787
420188;54.1462;52.999
420262;53.9448;52.8913
420336;53.6367;52.5741
420408;53.5331;52.1846
420481;53.4679;51.9204
420559;53.345;51.672
420628;53.2967;51.6925
420700;53.3062;51.5145
420780;53.2315;51.4779
420846;53.3299;51.4656
420923;53.1838;51.533
420996;53.1222;51.5273
421062;53.1943;51.4981
421136;53.176;51.4382
421217;52.9819;51.6072
421283;52.9211;51.5883
421361;52.8118;51.3931
421434;52.7918;51.196
421504;52.7265;51.1669
421577;52.6905;51.2549
421652;52.8177;51.2321
421719;52.9449;51.2026
421794;52.9804;51.3251
421867;53.0812;51.4879
421944;53.1889;51.7909
422018;53.2374;52.0987
422088;53.4442;52.617
422160;53.7501;53.0927
422235;53.8529;53.7975
422305;54.0275;54.0444
422373;54.1346;54.5106
422452;54.56;54.8749
422524;54.8139;55.3981
422596;55.1108;55.7221
422667;55.4952;56.175
422741;55.5799;56.632
422811;55.7973;57.1168
422883;56.069;57.4552
422959;56.0728;57.6642
423028;56.2051;57.7017
423103;56.0739;57.9375
423180;55.9035;57.6673
423246;55.9467;57.5169
423321;56.0085;57.2353
423397;55.8527;57.0124
423468;55.8263;56.7699
423543;55.6208;56.3519
423613;55.6605;56.1398
423685;55.5151;55.8348
423763;55.3618;55.478
423835;55.3194;55.085
423908;54.8961;54.8294
423981;54.6018;54.6742
424053;54.4482;54.0515
424123;54.2021;53.7258
424202;54.1264;53.4296
424270;53.9637;53.2595
424346;53.8748;53.0601
424415;53.8065;52.8547
424489;53.6642;52.8086
424558;53.5411;52.7615
424634;53.5152;52.573
424708;53.3641;52.441
424778;53.3331;52.3577
424856;53.1739;52.5636
424926;52.9893;52.3019
425001;52.8921;52.2189
425071;52.9927;52.0791
425145;53.0627;52.0107
425214;53.1269;52.0364
425290;53.0466;52.0489
425361;53.1505;52.0632
425432;53.1806;52.1833
425517;53.1291;52.247
425586;53.1114;52.2902
425657;53.1249;52.278
425732;53.1747;52.3373
425804;53.1083;52.6813
425869;53.2164;52.7532
425944;53.2742;52.9945
426022;53.6012;53.2387
426090;53.8478;53.5375
426165;54.0473;53.9298
426241;54.2715;54.3554
426314;54.5388;54.7528
426382;55.061;55.1853
426456;55.0877;55.7236
426531;55.4025;56.2214
426600;55.6607;56.5683
426676;55.6448;56.97
426746;55.8548;57.506
426822;55.86;57.4514
426893;55.8703;57.5185
426964;56.1692;57.4642
427040;56.0825;57.5239
427113;56.072;57.322
427183;56.1088;57.02
427255;55.9646;56.8191
427327;55.9834;56.6211
427398;55.9121;56.3049
427481;55.6707;55.8967
427550;55.4059;55.696
427620;55.0918;55.6007
427695;54.8668;55.0575
427766;54.651;54.8338
427839;54.705;54.3439
427916;54.418;54.1599
427984;54.3246;53.9624
428060;54.1353;53.6304
428136;53.9511;53.4962
428202;53.8822;53.3778
428274;53.5605;53.2054
428352;53.686;53.1215
428422;53.5839;52.975
428500;53.3138;53.1246
428570;53.0177;53.0588
428642;53.1237;52.8098
428713;53.1099;52.7344
428784;53.167;52.6118
428860;53.0178;52.6345
428930;53.0683;52.6087
429004;53.1035;52.6449
429075;53.1533;52.8097
429156;53.0034;52.839
429227;53.066;52.8515
429299;53.0483;52.8328
429367;53.1041;52.7525
429447;53.0616;52.9347
429519;52.9456;53.24
429586;53.0815;53.2188
429662;53.2169;53.3485
429734;53.5034;53.5965
429805;53.5198;54.0024
429876;53.8694;54.3389
429952;54.1047;54.8342
430028;54.6659;55.4085
430100;54.6627;56.0136
430169;55.1069;56.4105
430240;55.3089;56.7408
430314;55.566;57.1159
430388;55.472;57.4256
430461;55.5638;57.987
430535;55.689;58.0098
430617;55.8526;58.231
430683;55.9936;58.2238
430757;56.0405;58.2929
430826;55.9584;58.1981
430895;56.0132;57.9742
430974;56.022;57.8705
431048;56.0634;57.6042
431117;55.9041;57.4124
431195;55.8075;57.048
431266;55.5124;56.8774
431330;55.3532;56.5719
431408;55.1055;56.1312
431481;55.015;55.7406
431551;54.8918;55.3977
431628;54.7734;55.3137
431703;54.3562;54.9072
431770;54.1402;54.6825
431850;54.1736;54.389
431918;54.0289;54.2576
431988;53.9272;53.9778
432068;53.7678;53.6982
432140;53.5445;53.79
432213;53.5286;53.7376
432284;53.3922;53.4576
432354;53.2643;53.1961
432424;53.2839;52.9886
432507;53.2225;52.9021
432578;53.3284;52.8199
