Time (ms); Pri Amplitude (mm)
46753;157.0892
46849;157.073
46940;156.9898
47025;157.0105
47116;156.9889
47209;157.2137
47296;157.0939
47389;157.2462
47478;157.2738
47566;157.3293
47661;157.3194
47752;157.443
47836;157.5086
47931;157.7755
48020;158.1257
48102;158.2462
48195;158.1932
48287;158.1046
48378;158.0056
48466;157.9267
48556;158.0365
48646;157.9183
48736;157.6911
48829;157.6666
48915;157.4624
49002;157.3352
49100;157.3527
49189;157.1729
49275;157.168
49367;157.198
49455;157.1182
49543;157.0948
49638;157.093
49718;157.1523
49812;157.0951
49901;157.038
49994;156.9855
50084;156.8548
50172;157.0049
50261;157.0337
50352;156.9865
50441;157.0423
50530;157.1022
50620;157.0721
50711;157.2014
50799;157.4142
50891;157.6463
50982;157.952
51076;157.9311
51157;158.0104
51254;158.0365
51337;158.1626
51433;158.1461
51515;158.2484
51606;158.1546
51700;158.0252
51783;158.0089
51878;158.0874
51968;158.138
52057;158.0743
52146;157.9459
52236;157.8363
52325;157.6382
52413;157.6195
52499;157.5898
52597;157.4286
52687;157.2456
52775;157.1622
52865;157.0603
52956;157.1181
53049;157.162
53138;157.166
53224;157.3891
53311;157.3031
53409;157.3693
53498;157.3154
53583;157.4367
53672;157.4839
53759;157.6748
53851;157.9816
53940;157.8563
54030;157.9575
54125;158.0465
54208;157.9401
54298;157.9719
54395;157.7696
54481;157.6435
54567;157.5891
54660;157.5547
54751;157.4278
54836;157.3018
54930;157.354
55026;157.0177
55104;156.9872
55198;157.0414
55288;156.9995
55374;156.9563
55466;156.9078
55558;156.7532
55643;156.7397
55737;156.854
55828;156.9449
55917;156.9529
56009;156.9007
56097;156.95
56185;156.9775
56276;157.0311
56368;157.2153
56451;157.429
56545;157.8215
56636;157.8308
56725;157.8199
56815;157.9516
56902;157.7849
56992;157.7594
57080;157.7558
57173;157.547
57256;157.5068
57350;157.5616
57439;157.4028
57528;157.4457
57620;157.2979
57709;157.2691
57798;157.0192
57889;157.1172
57981;157.1337
58074;157.0301
58164;157.1583
58251;157.0357
58333;156.9128
58433;156.8114
58518;156.8381
58605;156.9943
58697;156.9581
58789;157.0511
58881;156.8432
58965;157.1099
59058;157.025
59144;157.1776
59237;157.3012
59327;157.5918
59411;157.6109
59508;157.7379
59600;158.0663
59680;158.1018
59776;157.9932
59864;158.0084
59954;157.9316
60044;157.9269
60131;158.0568
60222;158.08
60311;157.9207
60404;158.0103
60488;157.9635
60582;157.8484
60671;157.9352
60754;157.7819
60852;157.7014
60939;157.6929
61023;157.6564
61119;157.2992
61208;157.2594
61301;157.1938
61393;157.0725
61479;157.1801
61568;157.2221
61656;157.0441
61748;156.9504
61833;157.0651
61933;157.1831
62017;157.3724
62103;157.4568
62199;157.5772
62285;157.7598
62370;157.9217
62461;157.8868
62556;158.0487
62639;158.0454
62733;158.0128
62824;158.001
62912;158.1022
63005;158.1002
63091;158.0446
63182;157.9454
63271;157.9218
63363;157.7497
63446;157.7972
63541;157.7482
63629;157.5746
63718;157.4207
63808;157.3907
63896;157.346
63985;157.2985
64082;157.2458
64174;157.0755
64255;157.1081
64345;156.9969
64435;156.908
64530;156.8983
64619;156.9179
64706;156.9447
64792;157.1078
64883;157.2365
64974;157.0131
65064;157.1267
65154;157.2239
65243;157.1778
65335;157.4659
65422;157.701
65512;157.7911
65602;157.8036
65692;157.8825
65782;157.9101
65878;157.9102
65963;157.7798
66055;157.4572
66140;157.5626
66231;157.4655
66321;157.3316
66407;157.2851
66499;157.2355
66593;157.2106
66674;157.1053
66775;157.0925
66860;157.0364
66947;156.9822
67036;156.9909
67126;156.873
67216;156.889
67306;156.7178
67398;156.7965
67486;156.8617
67576;156.804
67665;156.6992
67760;156.7057
67848;156.8961
67940;156.8768
68021;156.9626
68111;157.0555
68202;157.1605
68292;157.2755
68384;157.6746
68476;157.6972
68563;157.7071
68652;157.7624
68743;157.6478
68831;157.3826
68921;157.618
69016;157.5174
69105;157.3382
69196;157.236
69285;157.0181
69376;156.9632
69460;156.9683
69550;156.8432
69640;156.8242
69731;156.9296
69819;156.8407
69908;156.6626
69999;156.5959
70089;156.6233
70180;156.4379
70267;156.5934
70358;156.7103
70446;156.604
70534;156.6535
70626;156.7855
70711;156.9149
70804;156.9226
70895;157.0176
70985;156.9625
71075;157.2118
71163;157.5796
71254;157.7428
71342;157.7935
71435;157.8238
71523;157.8203
71607;157.9579
71698;158.0309
71795;157.7878
71887;157.8336
71976;157.7792
72063;157.6189
72148;157.6219
72242;157.6967
72328;157.3706
72420;157.4031
72508;157.297
72598;157.0492
72689;156.8228
72776;156.9415
72867;157.1162
72957;156.8818
73047;156.6969
73135;156.5887
73226;156.6164
73318;156.6504
73408;156.6206
73498;156.6038
73585;156.7204
73673;156.6586
73764;156.6688
73855;156.8441
73943;156.8815
74034;157.0634
74123;157.4774
74212;157.6029
74302;157.6101
74393;157.6965
74479;157.7586
74574;157.6235
74665;157.5716
74751;157.5124
74840;157.3107
74932;157.3841
75022;157.174
75109;157.0782
75202;156.9057
75292;156.9145
75381;156.922
75469;156.6978
75560;156.8857
75650;156.6377
75738;156.5697
75827;156.5197
75917;156.5864
76008;156.5759
76097;156.6811
76187;156.6665
76278;156.7719
76369;156.6978
76458;156.6579
76551;156.8234
76634;156.8488
76728;157.0188
76818;157.3467
76905;157.5659
76994;157.5606
77084;157.6775
77173;157.6836
77260;157.5223
77355;157.651
77444;157.5752
77535;157.4557
77625;157.4924
77714;157.4913
77803;157.3679
77893;157.2973
77982;157.1944
78071;157.1394
78166;157.0372
78255;156.9498
78344;156.9722
78428;157.0292
78522;156.8835
78610;156.8667
78699;156.837
78790;156.8454
78882;156.9595
78970;156.8926
79063;156.7618
79155;156.646
79244;156.6203
79327;156.6229
79418;156.7554
79508;156.7229
79599;156.9112
79691;157.0086
79777;156.8819
79868;157.2564
79960;157.6699
80043;157.7746
80137;157.7475
80227;157.6774
80320;157.7403
80407;157.7058
80498;157.8966
80590;157.7349
80677;157.7582
80768;157.8516
80856;157.5738
80949;157.7745
81035;157.7587
81123;157.8022
81214;157.5887
81307;157.5439
81396;157.2673
81487;157.1882
81575;157.1332
81666;157.2558
81751;157.1553
81840;157.043
81938;156.9695
82020;156.7718
82113;156.8611
82206;156.8132
82292;156.7914
82384;156.8732
82475;156.7471
82563;156.593
82652;156.782
82744;156.9581
82832;157.0321
82922;157.2962
83012;157.3347
83100;157.2878
83190;157.6793
83282;157.7893
83368;157.7641
83461;157.8489
83551;157.9172
83638;157.8695
83728;157.9425
83818;158.0112
83909;157.8837
83999;157.7729
84084;157.7955
84177;157.5911
84271;157.5489
84357;157.5841
84447;157.3601
84541;157.1412
84630;157.0803
84717;156.8256
84805;157.0587
84896;156.9171
84989;156.9671
85080;157.0478
85168;156.938
85259;156.7292
85345;156.7541
85437;156.6998
85521;156.6996
85613;156.7693
85704;156.7664
85794;156.9467
85885;156.9854
85980;156.9991
86061;157.1913
86160;157.3233
86246;157.7232
86340;157.5567
86429;157.5398
86514;157.6291
86607;157.6868
86696;157.5244
86783;157.4768
86871;157.2552
86960;157.2102
87053;157.2049
87141;157.1324
87234;156.9751
87324;157.0265
87409;156.8631
87503;156.7762
87595;156.8476
87679;156.8744
87772;156.6783
87860;156.8017
87949;156.6832
88040;156.6573
88128;156.7325
88220;156.7991
88311;156.6104
88401;156.6561
88485;156.588
88577;156.4432
88669;156.5948
88760;156.7689
88849;156.8122
88942;156.8803
89026;156.9971
89119;156.9855
89212;157.2303
89297;157.4982
89390;157.6158
89478;157.7369
89567;157.5761
89657;157.4849
89756;157.6015
89837;157.6101
89933;157.5436
90017;157.7092
90108;157.68
90197;157.4451
90289;157.427
90374;157.5482
90468;157.3953
90557;157.5287
90647;157.5035
90738;157.3928
90827;157.3335
90916;157.091
91005;156.9907
91096;156.9965
91179;156.9546
91274;156.7343
91365;156.9215
91454;156.8816
91545;156.9019
91634;157.0047
91724;157.1307
91816;157.1824
91905;157.153
91994;157.4563
92080;157.7272
92174;157.8041
92267;157.883
92348;157.8601
92442;157.9395
92528;157.9826
92623;158.0685
92711;157.9046
92795;157.9572
92889;157.9321
92982;157.8067
93074;157.8749
93160;157.8523
93248;157.7924
93332;157.7071
93428;157.7018
93520;157.3865
93607;157.1951
93695;157.0845
93787;157.0694
93876;157.0094
93970;156.968
94059;156.8561
94140;156.8907
94233;157.0343
94322;157.0811
94415;157.1648
94503;157.3018
94593;157.2804
94677;157.5178
94773;157.7586
94865;157.868
94952;157.8988
95043;157.9424
95132;157.9207
95217;157.9317
95311;157.9063
95400;157.8938
95488;158.0263
95586;157.916
95677;157.8619
95768;157.6911
95853;157.7525
95942;157.47
96034;157.3129
96124;157.2434
96216;157.1845
96299;157.0117
96387;156.9597
96484;156.8774
96568;156.8024
96661;156.6545
96748;156.6929
96836;156.5316
96929;156.5379
97020;156.7333
97101;156.711
97192;156.8882
97289;156.7403
97375;156.9462
97465;156.9479
97552;157.1843
97642;157.4736
97735;157.8235
97823;157.9707
97917;157.8263
98005;157.8456
98096;157.9731
98189;157.875
98278;157.912
98361;157.9736
98450;157.8881
98539;157.9394
98630;157.7924
98719;157.7798
98814;157.7324
98902;157.8839
98987;157.5672
99075;157.2906
99170;157.1146
99255;157.1344
99346;157.089
99435;157.1181
99523;156.7854
99615;156.8979
99702;156.7367
99794;156.7815
99885;156.6883
99976;156.7879
100064;156.6293
100158;156.6402
100247;156.5798
100328;156.7813
100421;156.6766
100511;156.9846
100598;156.9605
100695;156.9577
100785;157.22
100872;157.5557
100959;157.6519
101050;157.6071
101137;157.5901
101230;157.4365
101318;157.5042
101408;157.4135
101501;157.1586
101589;157.1953
101676;157.0663
101767;156.8321
101858;156.8323
101947;156.7367
102036;156.7607
102127;156.7396
102218;156.7209
102307;156.4868
102398;156.4948
102483;156.3435
102577;156.3559
102664;156.4712
102758;156.5186
102849;156.4063
102938;156.3799
103023;156.6266
103113;156.7878
103202;156.7781
103293;156.9097
103380;156.9316
103470;157.0427
103561;157.367
103651;157.6814
103739;157.7243
103829;157.8114
103918;157.4411
104011;157.5946
104098;157.5866
104192;157.5903
104283;157.4343
104369;157.4535
104459;157.2031
104548;156.9404
104636;157.0242
104729;156.883
104816;156.8438
104905;156.8509
104995;156.6279
105086;156.5796
105177;156.5129
105265;156.515
105355;156.5562
105442;156.6453
105538;156.7334
105629;156.6466
105712;156.6406
105803;156.7396
105897;156.8365
105982;157.0464
106073;157.0735
106162;157.1754
106255;157.5043
106339;157.9076
106433;157.8672
106520;158.5257
106610;159.3989
106699;159.9836
106789;160.1896
106880;160.4149
106969;160.5746
107057;160.6325
107150;160.8065
107239;160.6776
107326;160.3562
107417;160.1128
107507;160.0064
107598;159.6135
107686;159.3172
107778;158.7269
107868;158.1857
107956;158.0382
108045;158.1151
108135;157.8705
108224;157.8036
108318;157.8933
108410;157.7052
108495;157.9809
108583;157.8798
108675;157.8846
108762;157.9267
108851;157.8928
108941;157.7661
109034;157.8225
109124;157.8143
109208;157.8866
109300;157.9189
109392;157.9455
109486;157.849
109570;157.9443
109660;158.0205
109749;158.2668
109838;158.2383
109927;158.2643
110018;158.2188
110109;157.9382
110198;157.9373
110288;157.8906
110380;157.8525
110466;157.9373
110556;157.8984
110643;157.9582
110737;158.113
110826;157.9688
110914;157.8385
111005;157.9543
111093;157.9973
111183;157.9143
111275;157.7611
111366;157.8918
111451;157.9489
111543;158.0865
111631;158.0052
111722;157.9056
111813;158.0126
111902;157.9662
111997;157.9862
112083;157.9929
112172;158.0631
112263;157.92
112353;157.9882
112441;157.8742
112531;157.9157
112620;157.9141
112712;157.9213
112801;157.9176
112890;157.9529
112980;157.9814
113069;157.9699
113158;157.903
113249;157.9998
113342;157.9661
113429;157.9637
113518;157.9343
113607;157.8108
113695;157.8375
113789;157.6566
113877;157.5447
113967;157.1151
114060;157.1615
114153;157.277
114238;157.1843
114326;157.278
114418;157.1994
114507;157.2488
114598;157.4072
114687;157.6536
114778;157.779
114867;157.8873
114959;157.9084
115049;157.9321
115135;157.9786
115226;157.9795
115317;158.1275
115405;158.1137
115495;158.0544
115587;157.9882
115675;158.0997
115766;157.9946
115858;158.1012
115944;157.7558
116035;158.0618
116128;157.7619
116211;157.8253
116309;157.9955
116393;157.8615
116485;157.8476
116575;157.8429
116664;157.8485
116750;157.9038
116841;157.8629
116935;157.8257
117024;157.922
117116;157.9365
117203;157.8102
117292;157.741
117387;157.7851
117472;157.6998
117563;157.622
117654;157.4882
117742;157.1716
117830;157.0666
117921;156.9016
118012;156.8293
118103;156.9062
118194;156.8315
118282;156.7517
118365;156.7049
118463;156.8761
118552;157.1305
118642;157.3781
118736;157.6418
118828;157.5995
118909;157.8551
119000;157.8526
119093;157.9973
119179;157.6931
119272;157.727
119361;157.7697
119445;157.6348
119543;157.7082
119631;157.5921
119720;157.5455
119811;157.5539
119901;157.5707
119987;157.4413
120080;157.5021
120169;157.5094
120256;157.6592
120345;157.7995
120434;157.48
120527;157.3358
120616;157.5251
120708;157.4621
120797;157.3233
120889;157.2642
120977;156.9841
121068;156.8873
121155;157.1277
121245;157.1404
121334;157.3121
121424;157.2661
121517;157.5668
121600;157.5833
121691;157.9447
121781;157.8816
121882;158.0423
121972;157.9874
122061;158.1232
122144;158.1462
122232;158.0888
122326;158.0402
122413;158.1652
122506;158.2035
122596;158.0182
122682;158.0706
122772;158.0464
122863;158.0319
122950;158.1731
123044;158.1092
123136;157.9172
123220;157.7446
123308;157.6434
123400;157.6
123492;157.5082
123579;157.3244
123668;157.1529
123758;157.0193
123853;156.6913
123944;156.7434
124028;156.6658
124120;156.844
124219;156.819
124303;156.9001
124387;156.7296
124476;156.8794
124563;156.979
124659;157.1033
124751;157.2033
124841;157.5495
124926;157.5715
125016;157.8251
125104;157.7778
125193;157.781
125287;157.6998
125370;157.7
125474;157.641
125559;157.4439
125644;157.437
125737;157.3986
125824;157.2023
125912;157.0959
126006;156.9433
126095;156.8909
126180;156.9681
126272;156.9356
126365;156.825
126452;156.7336
126544;156.7058
126635;156.4111
126717;156.5154
126811;156.6197
126902;156.6941
126989;156.8009
127092;156.7484
127177;156.6174
127258;156.7695
127347;156.9089
127442;157.007
127527;157.256
127623;157.6413
127709;157.7207
127794;157.7931
127887;158.0321
127976;157.996
128068;158.0524
128157;157.9739
128248;157.8962
128331;157.9228
128423;157.9682
128515;157.9163
128604;157.8419
128692;157.9224
128786;157.6329
128870;157.5148
128960;157.4322
129052;157.3237
129143;157.2888
129230;157.1695
129316;157.1181
129413;156.8561
129506;157.0172
129593;156.8603
129682;156.7966
129772;156.9595
129864;156.9587
129951;156.7831
130038;156.7728
130128;157.019
130217;156.7941
130306;156.6707
130395;156.6434
130484;156.599
130576;156.4393
130667;156.4661
130760;156.5823
130849;156.5856
130941;156.6978
131025;156.7221
131115;156.7351
131204;156.9175
131294;157.4488
131380;157.4334
131472;157.5766
131558;157.5027
131648;157.3391
131738;157.3595
131832;157.3623
131921;157.3389
132012;157.1944
132096;157.1937
132189;157.0795
132279;157.3147
132369;157.388
132457;157.236
132549;157.106
132641;157.1091
132728;156.9507
132821;156.9305
132911;157.1363
133001;156.8762
133088;156.6487
133175;156.6825
133267;156.4891
133356;156.5226
133446;156.4532
133535;156.4822
133625;156.5398
133714;156.7429
133809;156.732
133899;156.8002
133987;156.9531
134076;157.4517
134165;157.4653
134253;157.5946
134342;157.6743
134432;157.4636
134525;157.44
134612;157.3487
134705;157.3922
134790;157.23
134880;157.0318
134970;156.9845
135059;156.826
135148;156.777
135239;156.8331
135331;156.8832
135420;156.6208
135509;156.4867
135597;156.4901
135687;156.6469
135779;156.6218
135869;156.5888
135958;156.6817
136046;156.4445
136136;156.4301
136228;156.4554
136317;156.3894
136406;156.3397
136496;156.4759
136589;156.3193
136683;156.3172
136765;156.3983
136857;156.5005
136948;156.6788
137040;156.6569
137126;156.7978
137213;157.0171
137304;157.2801
137392;157.615
137485;157.5495
137575;157.3846
137663;157.5712
137754;157.3669
137841;157.2461
137932;157.3501
138025;157.2933
138111;156.9326
138200;156.9101
138291;156.9172
138381;156.7479
138478;156.6227
138559;156.6207
138650;156.5879
138741;156.5997
138828;156.6017
138920;156.4116
139008;156.5651
139099;156.487
139192;156.4308
139280;156.3596
139368;156.4078
139460;156.3066
139555;156.2421
139637;156.3068
139729;156.4785
139818;156.3648
139912;156.5485
139995;156.5898
140091;156.6684
140178;156.6158
140269;156.975
140359;157.2473
140449;157.5048
140537;157.417
140628;157.3188
140717;157.3156
140809;157.3509
140896;157.2964
140991;157.2153
141078;157.2591
141169;156.9976
141255;156.8299
141346;157.0106
141438;157.0762
141532;156.9287
141614;156.7274
141705;156.7776
141793;156.6006
141883;156.6681
141972;156.6843
142064;156.4875
142152;156.6117
142241;156.4837
142332;156.3568
142421;156.2243
142514;156.1537
142599;156.2681
142687;156.3597
142785;156.3106
142872;156.2321
142959;156.323
143048;156.4279
143141;156.6451
143229;156.7134
143323;156.845
143409;157.0366
143504;157.0916
143593;157.2262
143676;157.4901
143770;157.3797
143864;157.5948
143957;157.4652
144042;157.5422
144136;157.5679
144216;157.7285
144311;157.6056
144397;157.6279
144487;157.7875
144584;157.5129
144675;157.3151
144756;157.2871
144848;157.3004
144934;157.1623
145024;157.0168
145119;156.9622
145209;156.8622
145294;156.9124
145383;156.4165
145480;156.4791
145565;156.4423
145658;156.5616
145749;156.6758
145836;156.6193
145926;156.5949
146016;156.5956
146106;156.6544
146196;156.8218
146282;157.0512
146375;157.2198
146463;157.5162
146558;157.5039
146643;157.5809
146733;157.5585
146823;157.414
146917;157.2819
147000;157.4291
147099;157.3449
147180;157.2317
147278;157.2038
147363;157.1297
147448;157.0184
147540;156.9997
147636;156.883
147719;156.8486
147808;156.8734
147900;156.8835
147991;156.7082
148081;156.5727
148173;156.765
148262;156.5535
148348;156.3838
148439;156.6032
148527;156.2773
148621;156.3106
148708;156.4479
148796;156.5549
148890;156.6564
148975;156.7793
149065;156.7037
149158;156.6507
149248;157.0142
149333;157.4601
149428;157.4495
149521;157.3679
149602;157.464
149698;157.2679
149784;157.2207
149873;157.2576
149967;157.3144
150063;157.1651
150141;157.1114
150232;157.0788
150331;156.9774
150411;157.1297
150502;157.0356
150591;156.9975
150683;156.9016
150770;156.8101
150863;156.6
150951;156.6686
151042;156.5491
151132;156.625
151220;156.6226
151310;156.5685
151399;156.5484
151489;156.6431
151579;156.6913
151675;156.8973
151763;157.0306
151853;157.3059
151943;157.2623
152026;157.1177
152124;157.3074
152216;157.3381
152298;157.2097
152395;157.1115
152477;157.0186
152565;156.892
152660;156.878
152745;156.8328
152838;156.903
152928;156.819
153016;156.7067
153105;156.6066
153196;156.673
153289;156.6775
153374;156.5727
153476;156.6604
153563;156.7793
153647;156.623
153736;156.4969
153832;156.5721
153914;156.3994
154008;156.4969
154094;156.4604
154184;156.3914
154273;156.2622
154364;156.4244
154452;156.5311
154543;156.5244
154632;156.5299
154720;156.759
154813;156.8312
154904;156.9211
154989;157.0095
155078;157.3494
155173;157.4312
155264;157.5019
155354;157.4695
155444;157.5186
155527;157.6156
155618;157.6786
155710;157.6174
155797;157.6618
155887;157.575
155980;157.5449
156069;157.4609
156163;157.5137
156250;157.4403
156338;157.3546
156431;157.1916
156518;157.0584
156606;156.842
156695;156.7799
156788;156.6217
156880;156.5016
156970;156.6015
157061;156.5792
157144;156.4093
157246;156.4747
157336;156.6552
157420;156.5416
157505;156.6825
157597;156.778
157689;156.8544
157778;157.021
157875;157.3031
157952;157.2377
158048;157.233
158137;157.4663
158228;157.2868
158317;157.2104
158403;157.2655
158499;157.345
158587;157.2077
158673;157.126
158761;157.1254
158857;156.9574
158948;156.9831
159031;157.0946
159122;157.1021
159210;156.8517
159306;156.5866
159396;156.4549
159486;156.6043
159565;156.5637
159660;156.6489
159750;156.598
159844;156.8567
159933;156.4577
160018;156.5433
160106;156.8055
160200;156.9366
160290;157.2091
160377;157.412
160472;157.3397
160561;157.2141
160654;157.1894
160740;157.246
160829;157.23
160915;157.161
161008;157.0655
161097;156.887
161184;157.0023
161280;156.9423
161373;156.9261
161453;156.8798
161550;156.8084
161639;156.5309
161722;156.6721
161817;156.6746
161902;156.6454
161998;156.7077
162084;156.7176
162175;156.583
162261;156.4905
162353;156.6229
162444;156.5387
162530;156.3322
162625;156.4373
162714;156.315
162802;156.3617
162892;156.3948
162985;156.3438
163069;156.5029
163167;156.6026
163261;156.6461
163341;156.7543
163429;156.7266
163520;156.8375
163604;157.1897
163701;157.36
163792;157.4714
163878;157.3739
163968;157.1714
164057;157.282
164146;157.3952
164235;157.2161
164329;157.0336
164414;157.019
164506;156.678
164593;156.6262
164687;156.7235
164776;156.5642
164864;156.3983
164952;156.4453
165045;156.269
165133;156.0679
165225;156.1896
165310;156.2038
165400;156.1434
165489;156.241
165578;156.3951
165668;156.2881
165758;156.3401
165848;156.4846
165937;156.553
166025;156.5656
166116;157.0189
166205;157.3088
166294;157.2023
166388;157.2305
166476;157.2747
166567;157.2683
166657;157.0933
166746;157.1101
166832;156.943
166923;156.8178
167012;156.8244
167103;156.6402
167192;156.7758
167280;156.6631
167371;156.3689
167460;156.5058
167551;156.471
167640;156.5231
167732;156.4591
167821;156.6707
167909;156.4348
168001;156.3603
168088;156.2335
168187;156.2797
168270;156.2766
168362;156.2496
168446;156.3672
168537;156.4669
168632;156.3215
168717;156.3149
168807;156.6151
168899;156.7962
168992;157.2138
169079;157.2115
169171;157.0998
169258;157.183
169349;157.2495
169436;157.2474
169524;157.2745
169614;157.1267
169707;157.0705
169797;157.1066
169884;157.0432
169976;156.904
170068;157.1315
170155;157.0033
170243;156.8202
170335;156.6714
170425;156.5896
170519;156.487
170605;156.3213
170695;156.375
170782;156.5354
170874;156.5588
170963;156.4486
171053;156.8517
171143;156.823
171233;157.1362
171324;157.2162
171412;157.2453
171499;157.4265
171591;157.3967
171682;157.2888
171772;157.0908
171868;157.3998
171947;157.0971
172037;157.1212
172127;157.2911
172218;157.1977
172317;157.1661
172398;157.1812
172494;156.9238
172577;156.8984
172672;157.0219
172755;156.9322
172846;156.55
172936;156.513
173027;156.4632
173118;156.3501
173206;156.4155
173296;156.5287
173386;156.5723
173477;156.7531
173565;156.6615
173655;156.9057
173745;156.9695
173833;157.2834
173925;157.5092
174014;157.5476
174104;157.6123
174198;157.3918
174284;157.3275
174374;157.5261
174473;157.5134
174555;157.5446
174646;157.55
174738;157.4292
174824;157.3519
174914;157.1633
175002;157.3784
175091;157.1983
175179;157.2959
175269;156.8654
175364;156.5794
175451;156.4361
175542;156.556
