Time (ms); Pri Amplitude (mm)
20481;155.7377
20560;156.047
20645;156.0576
20729;156.0723
20811;156.1238
20896;156.0974
20976;156.0244
21063;156.1663
21146;155.953
21233;155.8795
21317;155.9563
21402;156.0765
21484;156.0989
21567;156.122
21660;156.2141
21745;155.8954
21825;155.7129
21911;155.7041
21992;155.8502
22075;155.8117
22168;155.7999
22247;155.7238
22326;155.7227
22414;155.7204
22505;155.8858
22580;155.7198
22673;155.7765
22754;155.7422
22833;155.7433
22920;155.6776
23006;155.688
23089;155.8034
23180;155.7442
23266;155.8231
23339;155.7776
23428;155.6569
23517;155.5971
23593;155.5011
23679;155.5076
23768;155.4248
23845;155.451
23930;155.3612
24019;155.2421
24100;155.2612
24185;155.2287
24272;155.1842
24354;155.27
24442;155.1918
24522;155.0565
24607;155.03
24696;155.0777
24776;155.0509
24863;154.9844
24946;154.8842
25038;154.8025
25111;154.5437
25203;154.5583
25287;154.7076
25364;154.5583
25459;154.6732
25537;154.6469
25619;154.6009
25707;154.6388
25785;154.7401
25871;154.8044
25956;154.8054
26039;155.0124
26123;155.0677
26210;155.2485
26298;155.3319
26375;155.6934
26461;155.6926
26555;155.8823
26634;155.6309
26715;155.5285
26801;155.6481
26884;155.7431
26971;155.5241
27055;155.5193
27142;155.4903
27221;155.1957
27307;155.2158
27388;155.3745
27478;155.3421
27565;155.4448
27645;155.4715
27730;155.5493
27816;155.5046
27898;155.5482
27986;155.6627
28065;155.7413
28150;155.7092
28230;155.7614
28318;155.672
28407;155.5885
28491;155.7265
28576;155.7888
28656;155.943
28748;156.4861
28827;156.9454
28906;156.8297
28991;156.3777
29076;156.1646
29158;155.8133
29246;155.8449
29331;155.7513
29419;155.4688
29501;155.3554
29584;155.3387
29670;155.2765
29759;155.0064
29837;154.7956
29918;154.7407
30005;154.6246
30093;154.5974
30175;154.5727
30259;154.6918
30343;154.7137
30426;154.949
30509;155.0402
30600;155.0417
30685;155.1111
30770;155.3353
30854;155.2522
30940;155.4134
31024;155.3924
31103;155.3556
31180;155.3156
31270;155.4845
31355;155.3183
31437;155.2363
31523;155.2034
31609;155.0563
31695;155.0268
31776;155.0841
31864;154.9481
31943;155.0529
32029;154.9446
32113;154.9461
32196;154.7947
32284;154.8422
32369;154.8833
32452;154.6515
32536;154.6711
32623;154.6912
32706;154.4978
32789;154.2554
32877;154.2634
32959;154.2538
33043;154.1766
33124;154.263
33208;154.1848
33293;154.0181
33378;154.1115
33463;154.1994
33551;154.1185
33634;154.2598
33714;154.0896
33802;153.8116
33890;153.9484
33968;153.997
34058;154.1256
34143;153.9999
34233;154.166
34307;154.1901
34395;154.3785
34474;154.493
34566;154.5635
34643;154.374
34728;154.5539
34815;154.7366
34897;154.5175
34985;154.6761
35073;154.6503
35160;154.7123
35237;154.7416
35324;154.7816
35407;154.7659
35487;154.7022
35573;154.7549
35657;154.7344
35743;154.7203
35824;154.7797
35909;154.6632
35997;154.6595
36078;154.5837
36162;154.5303
36245;154.5959
36330;154.5227
36417;154.5839
36500;154.5299
36584;154.3168
36673;154.2955
36751;154.3199
36835;154.2816
36917;154.2321
37005;154.2768
37094;154.1617
37175;154.2069
37254;154.1868
37340;154.1703
37425;154.3132
37507;154.5661
37595;154.6682
37687;154.6956
37764;154.7656
37849;154.9025
37929;154.9875
38016;154.9107
38103;154.9445
38185;154.7709
38273;154.6962
38350;155.1422
38437;154.9005
38524;154.9121
38608;154.8725
38695;154.6287
38776;154.634
38862;154.661
38946;154.6289
39030;154.7364
39119;154.5484
39201;154.5627
39281;154.4742
39367;154.3369
39452;154.2805
39536;154.3663
39623;154.3201
39702;154.333
39788;154.3597
39873;154.3553
39953;154.3793
40041;154.4691
40127;154.7146
40207;154.6888
40290;155.009
40380;155.0625
40467;154.9456
40543;154.9624
40630;154.9821
40713;154.9755
40805;154.9038
40885;154.7737
40970;154.82
41051;154.8893
41137;154.7763
41223;154.9099
41306;154.8213
41389;154.7943
41475;154.5549
41560;154.6082
41644;154.4974
41727;154.466
41809;154.4243
41900;154.4385
41980;154.3815
42065;154.3571
42150;154.2998
42233;154.2669
42319;154.4789
42409;154.5369
42485;154.4981
42578;154.5757
42655;154.4592
42740;154.5276
42827;154.4715
42918;154.8196
42993;155.0265
43080;155.274
43159;154.9824
43249;154.8902
43330;155.0043
43412;155.0483
43499;154.9606
43581;155.1278
43668;154.9973
43759;154.7943
43834;154.7667
43925;154.927
44019;154.8621
44090;154.748
44172;154.7899
44257;154.7238
44341;154.5521
44431;154.6766
44514;154.2362
44607;154.2516
44683;154.378
44766;154.1783
44851;154.2673
44937;153.7273
45025;153.5325
45104;154.0152
45192;154.0017
45272;154.1486
45356;153.9655
45444;154.0516
45528;153.9957
45612;154.022
45692;154.1004
45780;154.1386
45865;154.2294
45953;154.2804
46037;154.3661
46113;154.6576
46200;154.7928
46281;154.8181
46366;154.8444
46451;154.8682
46536;154.7204
46631;154.6987
46712;154.7823
46788;154.6419
46875;154.6665
46961;154.5752
47043;154.4776
47128;154.4134
47212;154.4846
47295;154.4602
47387;154.3802
47476;154.4613
47551;154.4772
47635;154.3403
47718;154.3539
47809;154.3494
47885;154.3739
47979;154.2064
48057;154.2677
48144;154.1322
48223;154.1378
48310;154.1839
48390;154.0863
48476;154.1454
48562;154.2415
48648;154.2671
48733;154.2755
48815;154.5237
48902;154.8286
48988;154.8015
49074;154.9445
49153;154.8716
49236;154.9279
49330;154.9531
49415;154.9527
49492;154.9586
49580;154.8199
49656;154.8571
49744;154.7957
49835;154.7231
49912;154.6854
49999;154.7126
50080;154.625
50165;154.57
50251;154.5066
50336;154.458
50418;154.429
50502;154.4566
50588;154.3183
50677;154.2056
50760;154.2624
50840;154.0595
50923;154.0151
51008;154.0452
51094;154.0508
51178;154.1122
51270;154.1734
51349;154.1069
51430;154.0506
51516;154.1731
51601;154.2709
51684;154.4505
51772;154.579
51856;154.6779
51938;154.6642
52030;154.6663
52113;154.8298
52192;154.8806
52276;154.7334
52362;154.7433
52447;154.7891
52533;154.783
52619;154.7188
52702;154.7198
52782;154.8041
52872;154.6664
52957;154.6206
53036;154.5709
53120;154.3996
53202;154.3598
53295;154.334
53374;154.4113
53454;154.3305
53540;154.2009
53624;154.2146
53708;154.0423
53797;154.1039
53879;154.0165
53961;154.0527
54046;154.0593
54133;153.9909
54215;153.957
54303;153.9095
54382;154.0201
54464;154.1114
54556;154.2339
54634;154.399
54717;154.4914
54801;154.5722
54887;154.6933
54973;154.83
55060;154.9388
55143;154.9246
55226;154.772
55310;154.776
55392;154.6507
55476;154.6623
55563;154.6089
55644;154.6184
55729;154.5201
55812;154.3552
55901;154.3403
55981;154.3106
56068;154.2868
56150;154.2153
56238;154.214
56325;154.1338
56408;153.9885
56496;153.8103
56579;153.8954
56664;153.9754
56744;153.8233
56827;153.9464
56912;154.0699
56996;154.0072
57078;154.0432
57163;154.101
57247;154.3522
57331;154.4923
57416;154.59
57502;154.6043
57586;154.6139
57669;154.725
57753;154.5389
57839;154.6922
57928;154.5244
58010;154.5201
58090;154.4368
58174;154.388
58258;154.316
58346;154.2979
58435;154.3618
58511;154.295
58602;154.2641
58684;154.0831
58768;154.0585
58851;154.0051
58937;154.0053
59021;153.9713
59108;154.0636
59190;153.9764
59276;153.8594
59359;153.7898
59441;153.915
59526;153.9057
59609;153.9244
59694;153.9887
59782;153.9424
59861;154.07
59951;154.3864
60033;154.5239
60125;154.4413
60202;154.4603
60287;154.4028
60384;154.701
60457;155.0099
60541;155.0464
60629;154.6861
60706;154.3178
60792;154.342
60879;154.3285
60960;154.4559
61048;154.4075
61136;154.4175
61216;154.3818
61299;154.2761
61385;154.2159
61474;154.0969
61558;154.0548
61640;154.0637
61725;153.9898
61807;153.9609
61892;154.0438
61979;153.9767
62058;153.9455
62146;153.94
62234;154.1303
62313;154.254
62399;154.5363
62484;154.636
62570;154.4908
62652;154.5795
62741;154.7768
62821;154.8978
62906;154.6263
62994;154.77
63076;154.6514
63165;154.5602
63244;154.4844
63330;154.5437
63424;154.5044
63503;154.5199
63583;154.4298
63678;154.3112
63759;154.2404
63836;154.296
63924;154.2051
64007;154.2649
64087;154.2116
64174;154.1374
64259;154.0011
64340;154.0583
64425;153.9624
64508;153.9077
64591;153.921
64680;153.9695
64764;153.9444
64849;153.9776
64937;153.9581
65020;154.0574
65097;154.0905
65185;154.2889
65270;154.4351
65359;154.5445
65439;154.6269
65527;154.693
65609;154.6658
65693;154.5738
65782;154.6198
65864;154.3371
65946;154.301
66037;154.3257
66114;154.2691
66212;154.2471
66291;154.2655
66369;154.2421
66453;154.1016
66534;154.0703
66627;153.9869
66710;154.0877
66799;154.0335
66874;154.0522
66961;153.9126
67042;153.7731
67123;153.9469
67215;153.936
67294;154.039
67380;154.0226
67467;154.0458
67552;154.0478
67632;154.0567
67713;154.3124
67810;154.4857
67889;154.5292
67967;154.591
68057;154.5517
68140;154.354
68224;154.5416
68307;154.7012
68385;154.4544
68475;154.3919
68564;154.4332
68641;154.3522
68737;154.278
68822;154.1982
68902;154.2664
68981;154.1192
69068;154.1366
69149;154.0936
69235;153.985
69320;154.0084
69401;154.0122
69485;154.0403
69574;153.9372
69657;153.8966
69741;153.829
69824;153.8015
69910;153.9217
69995;153.9548
70084;153.9177
70166;154.0079
70244;154.1955
70330;154.2287
70413;154.2626
70504;154.512
70587;154.6308
70667;154.6366
70748;154.5744
70837;154.5082
70921;154.4047
71007;154.4992
71092;154.5041
71175;154.3944
71257;154.3357
71345;154.3265
71426;154.2461
71521;154.1044
71605;154.2171
71682;154.0522
71765;154.0348
71852;154.0029
71935;153.9765
72024;153.8999
72102;153.8994
72192;153.8313
72272;153.8275
72357;153.7669
72441;153.795
72529;153.6545
72608;153.7361
72692;153.7165
72781;153.7832
72864;153.7399
72949;153.8728
73032;154.0556
73112;154.1196
73202;154.1894
73284;154.3355
73368;154.5539
73446;154.3797
73538;154.4778
73622;154.5014
73710;154.4236
73790;154.434
73873;154.3954
73958;154.4395
74043;154.3247
74127;154.3498
74212;154.3232
74294;154.1476
74387;154.0601
74476;154.1782
74560;154.128
74635;154.1
74714;154.0744
74802;153.9258
74889;153.9524
74975;153.8933
75056;153.8751
75141;153.7961
75223;153.7196
75311;153.7521
75406;153.673
75476;153.7668
75562;153.8443
75650;153.972
75736;153.9827
75816;154.2296
75899;154.221
75981;154.312
76067;154.4923
76153;154.582
76241;154.4309
76334;154.51
76418;154.4761
76494;154.3505
76570;154.2586
76656;154.3515
76744;154.2949
76829;154.2205
76904;154.2551
76996;154.0906
77077;154.1022
77170;154.0075
77247;153.9814
77339;153.9102
77421;153.8626
77500;153.9434
77584;153.7079
77670;153.7579
77753;153.7402
77843;153.8068
77925;153.8138
78003;153.9541
78093;154.1399
78169;154.159
78257;154.2058
78346;154.4737
78434;154.6324
78509;154.5821
78597;154.6013
78677;154.6025
78767;154.4701
78847;154.5493
78932;154.4686
79016;154.4364
79100;154.3883
79187;154.302
79266;154.1476
79352;154.0917
79440;154.2037
79520;154.1812
79601;154.1253
79686;154.12
79784;153.9386
79864;153.8511
79946;153.8128
80022;153.8262
80110;153.7857
80193;153.8539
80278;153.8085
80360;153.7485
80447;153.7953
80532;153.7559
80615;153.8064
80711;153.7642
80786;154.1138
80868;154.2773
80961;154.0872
81038;154.2552
81122;154.2367
81216;154.2214
81289;154.0868
81378;154.4271
81459;154.4192
81544;154.5495
81625;154.5463
81709;154.6885
81793;154.502
81881;154.3176
81965;154.2266
82046;153.7873
82143;153.7645
82230;153.8384
82301;154
82383;154.0601
82467;153.9878
82553;153.9566
82640;153.9312
82723;153.9092
82808;153.8062
82892;153.7623
82978;153.6878
83058;153.7023
83147;153.6189
83227;153.688
83311;153.7542
83398;153.797
83488;153.8354
83567;153.9565
83665;154.1388
83742;154.1395
83816;154.2257
83902;154.4547
83987;154.3826
84076;154.3102
84158;154.3554
84240;154.2675
84327;154.1795
84421;154.2091
84503;154.1488
84576;154.1048
84663;154.1513
84748;154.1289
84829;153.9187
84924;153.8825
85010;153.8788
85090;153.9212
85173;153.9441
85255;153.8727
85338;153.8084
85420;153.73
85509;153.7455
85595;153.7171
85675;153.6607
85758;153.5833
85843;153.6658
85930;153.4628
86012;153.4381
86096;153.5568
86190;153.6305
86265;153.6245
86347;153.7966
86433;153.8126
86516;153.9004
86610;154.0912
86687;154.4345
86779;154.7915
86855;155.5425
86947;156.339
87023;157.2816
87110;158.3347
87194;159.0565
87275;158.49
87359;157.4297
87451;156.9835
87535;157.1375
87616;156.1063
87701;155.681
87782;156.3353
87869;156.5056
87954;155.726
88041;155.3679
88121;155.3947
88215;155.1801
88289;155.0376
88374;155.2821
88466;155.3555
88547;155.2586
88627;155.4048
88712;155.3864
88795;155.4079
88881;155.2697
88974;155.2693
89049;155.2474
89133;155.1906
89217;155.3338
89305;155.5011
89387;155.6649
89479;155.4088
89555;155.6621
89646;155.9532
89724;156.3067
89807;156.2397
89889;156.2832
89983;156.2511
90063;156.1418
90151;155.8493
90227;155.9548
90316;155.9413
90397;155.9665
90481;155.8788
90566;155.8922
90649;155.7925
90736;155.9624
90827;155.9325
90902;155.9022
90988;155.9307
91073;155.8612
91155;155.6588
91244;155.4906
91327;155.4905
91412;155.3913
91495;155.4333
91584;155.4445
91672;155.2562
91752;155.1853
91831;155.1484
91922;155.3088
92003;155.2265
92086;155.1701
92171;155.1476
92255;155.1254
92341;155.0595
92426;155.1513
92528;155.1408
92594;155.057
92680;155.1241
92764;155.1249
92846;155.0466
92931;155.0356
93023;155.0354
93101;154.9366
93181;154.9562
93266;154.8793
93358;154.7608
93436;154.6816
93522;154.7077
93603;154.6427
93686;154.5818
93774;154.5388
93864;154.3731
93953;154.067
94036;154.1891
94121;154.0633
94198;153.9821
94286;153.9918
94367;154.0872
94453;153.9527
94532;154.0638
94617;154.2178
94707;154.3482
94788;154.4078
94876;154.601
94956;154.646
95035;154.7481
95130;154.9973
95207;155.1086
95295;155.12
95382;155.0828
95459;155.0981
95557;154.9956
95631;154.9285
95716;155.0155
95802;155.1158
95887;155.0007
95969;155.1011
96060;155.1019
96139;154.9925
96221;155.1256
96305;155.1695
96391;155.177
96474;155.2179
96567;155.1891
96649;155.1364
96731;155.1196
96813;155.2024
96895;155.1342
96979;155.2308
97067;155.1846
97153;155.1406
97234;155.1024
97318;155.1815
97403;155.272
97486;155.1308
97572;155.1512
97658;155.1221
97746;154.9551
97826;154.9314
97910;154.9051
97997;154.9377
98076;154.739
98162;154.7811
98245;154.605
98330;154.4678
98414;154.4081
98498;154.3722
98586;154.3556
98667;154.2437
98748;154.2559
98835;154.075
98919;154.0156
99004;154.0438
99092;154.1118
99183;154.0586
99256;154.0276
99344;153.8961
99434;153.8595
99523;153.9733
99600;154.0739
99678;154.0295
99764;154.1148
99844;154.0877
99933;154.1234
100016;154.2716
100101;154.5112
100185;154.6803
100273;154.6662
100354;154.8913
100438;154.9181
100523;154.9402
100606;154.9403
100688;154.9378
100771;154.9046
100858;154.8523
100947;154.9119
101025;154.7295
101123;154.7593
101202;154.6876
101285;154.6879
101363;154.6589
101450;154.6542
101536;154.671
101620;154.5165
101704;154.5647
101784;154.5978
101874;154.5893
101958;154.6065
102045;154.5667
102128;154.5442
102206;154.4511
102292;154.5749
102379;154.6604
102460;154.5513
102546;154.5745
102634;154.6138
102719;154.5836
102800;154.5794
102885;154.6284
102970;154.614
103052;154.5581
103137;154.6025
103226;154.4659
103304;154.2756
103391;154.1836
103476;154.279
103559;154.15
103647;154.0806
103733;154.1891
103810;154.0663
103895;154.0926
103978;154.2306
104063;154.2731
104149;154.4548
104234;154.6833
104319;154.6953
104409;154.7416
104491;154.9921
104567;155.0426
104652;154.9891
104744;154.9574
104823;154.9614
104906;154.8083
104994;154.7717
105073;154.8725
105161;154.8794
105242;154.7702
105332;154.7887
105414;154.6651
105502;154.6611
105582;154.5161
105671;154.5865
105757;154.4615
105832;154.5892
105918;154.4451
106010;154.3811
106091;154.179
106172;154.2002
106259;154.0944
106349;154.0994
106423;153.9474
106510;153.9502
106595;153.7942
106679;153.7801
106761;153.8246
106849;153.8778
106932;153.9382
107016;153.8753
107099;153.7817
107184;153.9624
107269;154.1874
107353;154.3728
107441;154.4538
107523;154.6037
107602;154.7893
107692;154.724
107773;154.8493
107860;154.7544
107949;154.9138
108030;154.7505
108114;154.6772
108204;154.6279
108289;154.5622
108364;154.5448
108451;154.5182
108536;154.507
108619;154.4295
108703;154.4081
108785;154.2176
108871;154.2722
108961;154.2355
109039;154.1712
109122;154.1663
109212;154.1353
109296;154.0084
109378;153.9868
109459;154.0055
109543;153.9666
109627;153.8623
109712;153.9286
109797;153.8433
109880;153.7727
109969;153.7403
110056;153.7966
110151;153.9658
110234;153.898
110313;154.1366
110391;154.0729
110480;154.2115
110558;154.3781
110644;154.5255
110725;154.3915
110825;154.1733
110896;154.2313
110982;154.2375
111065;154.5725
111146;154.8288
111231;154.6378
111315;154.4397
111398;154.6717
111482;154.5087
111570;154.3629
111655;154.3194
111739;154.2657
111827;154.3087
111906;154.5729
111989;154.5505
112075;154.5476
112160;154.3746
112247;154.429
112332;154.3455
112416;154.391
112504;154.3168
112581;154.2032
112666;154.1889
112749;154.1082
112836;154.1254
112921;154.0625
113005;153.9714
113093;154.03
113175;154.0406
113259;153.9562
113342;153.9792
113423;154.0987
113508;154.1201
113594;154.1875
113676;154.4088
113765;154.5169
113854;154.4463
113928;154.7217
114014;154.9
114100;154.8107
114185;154.9265
114269;154.7501
114353;154.6183
114436;154.7127
114533;154.6944
114604;154.7734
114686;154.6701
114773;154.7918
114860;154.6283
114941;154.5493
115025;154.486
115117;154.6321
115193;154.62
115280;154.5566
115370;154.485
115453;154.4732
115534;154.3615
115622;154.4475
115699;154.4219
115785;154.3522
115868;154.2495
115956;154.1655
116040;154.0173
116123;153.9643
116215;154.1178
116292;154.0191
116375;154.0409
116460;154.1021
116546;153.881
116629;154.0061
116713;153.9889
116798;154.1182
116885;154.1744
116967;154.2713
117053;154.4416
117136;154.4382
117225;154.6117
117313;154.7821
117387;154.822
117472;154.8445
117558;154.9407
117641;154.8071
117727;154.7984
117812;154.9092
117895;154.8224
117977;154.7763
118063;154.8152
118151;154.7793
118231;154.649
118325;154.6514
118400;154.5629
118482;154.5513
118582;154.5578
118652;154.5512
118737;154.4162
118828;154.3458
118905;154.254
118991;154.3387
119074;154.3981
119158;154.1795
119242;154.1346
119333;154.1456
119411;154.1099
119506;154.1292
119585;153.9974
119665;154.0287
119752;154.0555
119836;153.7788
119927;153.8189
120001;153.8823
120086;154.0636
120179;154.0123
120257;154.1097
120341;154.1878
120422;154.1942
120506;154.2075
120590;154.3929
120675;154.4735
120759;154.5846
120844;154.6683
120929;154.7013
121019;154.8875
121101;154.7288
121182;154.7865
121274;154.8654
121354;154.8954
121438;154.8439
121519;154.6328
121607;154.7617
121696;154.6557
121775;154.9013
121867;154.927
121944;154.9442
122025;154.9322
122111;154.748
122196;154.8299
122281;154.766
122368;154.8178
122446;154.922
122531;154.9451
122620;154.951
122714;154.7848
122792;155.0164
122876;154.9227
122952;154.8169
123038;154.7023
123124;154.7709
123206;154.9638
123290;154.9122
123378;154.6894
123462;154.6307
123544;154.5706
123633;154.5333
123712;154.505
123800;154.265
123888;154.1755
123974;154.1927
124052;154.2154
124137;154.0775
124220;154.138
124302;153.9996
124390;153.8532
124474;153.9123
124561;153.754
124648;153.7449
124727;153.7269
124816;153.8319
124897;153.7409
124982;153.7255
125071;153.7828
125153;153.8922
125237;153.9832
125323;154.1133
125403;154.2771
125490;154.2043
125571;154.3961
125654;154.5674
125740;154.7072
125824;154.6951
125912;154.748
125994;154.7205
126076;154.6459
126166;154.5993
126248;154.6203
126336;154.5766
126415;154.5593
126502;154.5103
126584;154.3416
126667;154.3365
126753;154.2986
126834;154.2797
126926;154.1059
127008;154.1464
127091;154.1127
127177;154.0967
127260;153.9952
127343;154.0393
127430;154.009
127512;154.0047
127596;153.9936
127684;153.7886
127770;153.7635
127848;153.7296
127933;153.6632
128025;153.6445
128104;153.7639
128193;153.7927
128275;153.7202
128353;153.8114
128443;153.8865
128524;154.0366
128609;154.191
128694;154.393
128778;154.4483
128861;154.5961
128951;154.5739
129030;154.5149
129119;154.5553
129204;154.4056
129287;154.3628
129367;154.2635
129456;154.1682
129540;154.2816
129621;154.221
129709;154.2192
129793;154.1453
129876;154.0993
129965;153.9848
130052;153.8691
130134;153.8639
130215;153.8912
130299;153.8729
130382;154.054
130466;153.9879
130550;153.9354
130632;153.9011
130725;153.7786
130803;153.6835
130886;153.744
130972;153.6908
131055;153.642
131138;153.6333
131223;153.7688
131308;153.7992
131388;153.8379
131480;154.0602
131561;154.1423
131649;154.0606
131732;154.3357
131821;154.5976
131901;154.5348
131985;154.5714
132068;154.5747
132151;154.5498
132238;154.4541
132322;154.423
132406;154.4467
132493;154.3815
132582;154.302
132656;154.2865
132746;154.1519
132826;154.059
132908;154.0998
132997;154.1411
133080;154.0406
133168;154.0227
133250;153.8202
133339;153.6661
133411;153.7089
133500;153.7822
133588;153.8058
133664;153.8706
133757;154.2185
133841;154.0712
133920;154.1262
134003;154.2413
134092;154.2809
134172;154.2542
134256;154.3123
134346;154.5456
134428;154.51
134513;154.72
134597;155.0073
134678;155.037
134765;154.9625
134854;155.0076
134932;154.7483
135017;154.6166
135102;154.6426
135187;154.6805
135272;154.5613
135354;154.6187
135438;154.4505
135520;154.3992
135606;154.3206
135689;154.2331
135779;154.3605
135856;154.2202
135947;154.2465
136035;154.2161
136112;154.0637
136199;154.0531
136284;154.0389
136366;153.9924
136447;153.9591
136531;154.0445
136623;154.0187
136703;153.8652
136796;153.8764
136877;154.0129
136957;153.9531
137036;153.9371
137124;154.0858
137208;153.9694
137297;154.0229
137379;154.1666
137464;154.4591
137551;154.4467
137630;154.5519
137717;154.6173
137795;154.5896
137883;154.5473
137965;154.7475
138052;154.6871
138136;154.5579
138219;154.5208
138305;154.493
138391;154.461
138473;154.4198
138555;154.4244
138640;154.4129
138724;154.3943
138808;154.4355
138894;154.2611
138984;154.3016
139063;154.2278
139147;154.2155
139231;153.9897
139314;154.1899
139398;154.0099
139483;154.0471
139568;154.0762
139653;153.9933
139737;154.0597
139822;153.9492
139905;154.0967
139997;153.9309
140079;154.095
140160;154.2586
140244;154.3982
140326;154.4781
140411;154.6703
140495;154.6275
140582;154.7316
140669;154.6462
140749;154.8316
140834;154.8205
140916;154.7298
141000;154.8244
141100;154.6402
141171;154.45
141260;154.5916
141337;154.6219
141422;154.5198
141517;154.446
141601;154.3981
141678;154.3306
141759;154.1621
141843;154.209
141929;154.1954
142015;154.2303
142111;154.0914
142182;153.9887
142266;153.9211
142361;154.0058
142435;153.9641
142520;154.0315
142610;154.1
142694;154.2046
142778;154.0603
142856;154.1557
142941;154.3423
143031;154.6068
143112;154.5619
143196;154.7499
143281;154.7612
143366;154.8279
143454;154.7039
143533;154.8114
143617;154.6257
143713;154.6172
143783;154.6057
143880;154.5638
143959;154.423
144040;154.4206
144135;154.4278
144209;154.3727
144292;154.5141
144377;154.3002
144468;154.1769
144546;154.211
144631;154.1721
144716;153.9887
144798;154.0249
144886;154.0578
144965;153.8732
145052;153.9519
145136;154.0385
145219;154.046
145305;153.8788
145390;153.8917
145473;153.909
145555;153.8834
145643;154.0257
145727;154.1564
145811;154.2157
145896;154.4129
145980;154.5561
146067;154.8546
146148;155.0702
146239;155.6016
146317;156.1934
146401;156.8987
146485;157.5391
146570;158.5949
146652;159.0323
146737;159.0918
146820;159.126
146905;159.0153
146993;158.9581
147074;158.9558
147158;158.4796
147243;157.6636
147331;156.674
147417;155.841
147502;155.7193
147583;155.8896
147667;155.7233
147751;155.5093
147841;155.4218
147919;155.5366
148006;155.4484
148088;155.4967
148170;155.6786
148257;155.3969
148341;155.4653
148431;155.6102
148509;155.4804
148597;155.4064
148680;155.4842
148774;155.4968
148847;155.5148
148930;155.4705
149019;155.7383
149099;155.8492
149185;155.8291
149267;155.5839
149357;155.7907
149441;155.7654
149530;155.8024
149613;155.8612
149690;155.7418
149781;155.7256
149863;155.7027
149947;155.6026
150031;155.4972
150114;155.4445
150198;155.6757
150282;155.6197
150377;155.574
150454;155.5967
150541;155.7745
150619;155.5838
150705;155.7382
150796;155.9298
150872;155.9836
150958;155.8576
151040;155.8791
151126;156.0981
151214;155.869
151301;155.7104
151379;155.756
151464;155.538
151549;155.5204
151631;155.5531
151718;155.6703
151801;155.6171
151885;155.6266
