16:45:02   Default
2021_11_30_Andi
Time (ms); Pri Amplitude (mm); Sec Amplitude (mm);
170407;66.5951;77.7537;
170476;66.6859;78.0172;
170552;66.6965;78.5019;
170623;66.7194;78.806;
170701;66.7472;79.2158;
170773;66.7079;79.4837;
170846;66.7341;79.8499;
170916;66.7868;79.8634;
170989;66.8029;80.2139;
171062;66.8834;80.4074;
171132;66.7941;80.435;
171204;66.9275;80.3422;
171282;67.0049;80.3023;
171349;66.9511;80.4157;
171422;66.9929;80.2626;
171496;67.0647;79.8959;
171571;67.1295;79.3492;
171642;67.1931;78.3601;
171711;67.3264;77.7782;
171788;67.2041;77.0756;
171863;67.0569;76.4775;
171934;67.0921;75.447;
172004;66.9756;74.7464;
172084;66.8868;74.1769;
172154;66.8078;73.3305;
172228;66.731;72.8128;
172295;66.7961;72.3057;
172366;66.6929;71.9506;
172441;66.4087;71.4294;
172520;66.4811;70.9274;
172591;66.3583;70.597;
172663;66.3032;70.2843;
172742;66.196;70.0692;
172809;66.055;69.7865;
172879;65.8734;69.5092;
172952;65.8381;69.2443;
173026;65.8642;68.2125;
173099;65.7915;67.7986;
173172;65.7077;67.2865;
173244;65.6946;66.9017;
173316;65.6193;66.6807;
173390;65.583;66.5931;
173468;65.4759;66.4063;
173536;65.3252;66.2472;
173608;65.3222;66.2143;
173679;65.2751;66.233;
173751;65.2549;66.1342;
173828;65.2835;66.27;
173899;65.1032;66.1161;
173975;65.0817;66.127;
