17:01:56   Default
2021_11_30_Sarah
Time (ms); Pri Amplitude (mm); Sec Amplitude (mm);
126330;53.3794;51.0135
126401;53.6881;51.3101
126470;53.9592;51.7398
126551;54.3125;52.0773
126618;54.6292;52.6005
126690;54.8981;53.0065
126771;55.2291;53.4025
126840;55.5798;53.9853
126911;55.94;54.5791
126988;55.9961;54.7735
127056;56.0369;54.479
127128;56.1479;54.4437
127202;56.2265;55.2183
127273;56.0883;55.1724
127349;55.8468;54.4765
127422;55.9173;53.8916
127497;55.7316;53.9086
127564;55.7745;53.5848
127636;55.668;53.4114
127712;55.3051;52.9867
127792;55.2103;52.5055
127857;54.7707;52.1976
127929;54.1626;51.7533
128001;53.7809;51.8174
128074;53.5243;51.2805
128149;53.3673;50.932
128218;53.2287;50.5903
128296;53.1192;50.3897
128373;53.0851;50.4049
128446;52.9866;50.274
128519;52.9918;50.2234
128591;52.8515;50.2954
128658;52.8231;50.3321
128733;52.8033;50.2955
128805;52.6815;50.2329
128875;52.5074;50.6301
128953;52.457;50.2947
129023;52.499;50.2625
129095;52.6466;50.3563
129168;52.8754;50.7957
129242;53.1206;51.1879
129312;53.4315;51.6288
129389;53.7697;52.1216
129462;54.0722;52.6627
129529;54.2324;53.2029
129605;54.6827;53.5716
129678;54.8017;53.8256
129748;54.9173;54.5475
129828;55.0462;54.6517
129902;55.2272;54.8322
129972;55.4422;55.0461
130045;55.4768;55.2255
130117;55.6483;55.3716
130185;55.5873;55.1667
130259;55.5911;55.002
130331;55.3971;54.7231
130405;55.465;54.2655
130479;55.1642;53.6476
130552;54.7769;53.5716
130629;54.4569;52.9861
130702;54.2123;52.483
130773;53.9541;52.1268
130844;53.803;51.9387
130919;53.55;51.846
130990;53.4564;51.6662
131065;53.4076;51.5963
131139;53.2416;51.5146
131210;53.2928;51.5111
131276;53.1865;51.3194
131353;53.0157;51.2487
131429;52.7108;51.66
131502;52.753;51.2347
131575;52.6379;51.132
131648;52.5174;50.9914
131719;52.6947;50.9371
131795;52.7164;50.9627
131865;52.6063;50.9388
131935;52.8253;51.0299
132011;52.9894;51.1559
132083;52.7914;51.1827
132152;52.9147;51.2016
132230;52.8841;51.1383
132303;52.6198;51.5779
132371;52.6812;51.5704
132443;52.9362;51.7612
132518;53.1359;52.0046
132592;53.297;52.5006
132667;53.6049;52.9975
132735;54.1024;53.4115
132810;54.4272;53.7896
132884;54.6871;54.1782
132955;55.0648;54.6464
133034;55.3798;54.8039
133103;55.5626;55.2028
133179;55.6447;55.4707
133251;55.8117;55.5784
133319;55.9769;55.5858
133397;56.1519;55.6799
133466;56.2135;55.612
133536;56.0811;55.5674
133612;56.1698;55.3064
133684;56.0442;55.0243
133760;55.9987;54.7753
133831;55.875;54.3336
133908;55.5254;53.9872
133982;55.3195;53.5517
134047;54.9471;53.41
134119;54.5985;52.76
134194;54.1737;52.39
134268;54.1521;52.0409
134344;53.8125;51.9399
134415;53.683;51.7778
134488;53.5897;51.6419
134559;53.4437;51.656
134637;53.4425;51.5341
134710;53.2117;51.4444
134782;53.241;51.4306
134862;53.0525;51.437
134921;52.9325;51.482
134996;52.8124;51.0649
135071;52.6265;50.9959
135144;52.6479;50.8043
135215;52.7772;50.8623
135299;52.7311;50.8363
135364;52.82;50.9064
135431;53.0096;51.0767
135508;53.076;51.3595
135582;53.2631;51.603
135651;53.5156;51.9155
135729;53.4966;52.2475
135798;53.7311;52.9733
135867;53.8567;52.8479
135945;54.1227;53.1698
136019;54.737;53.4042
136089;54.8842;53.7561
136168;55.086;54.0292
136241;55.411;54.3211
136308;55.6227;54.6335
136378;55.8539;55.0787
136450;55.9941;55.3497
136527;56.142;55.422
136601;55.8443;55.4117
136670;55.9071;55.2539
136747;55.6496;54.7502
136816;55.5912;54.3508
136889;55.2862;53.7404
136962;55.1067;53.4315
137036;54.7786;52.9961
137113;54.6715;52.6597
137181;54.3672;52.4568
137260;54.1525;52.2955
137332;54.0061;52.1405
