16:55:14   Default
2021_11_23_Patient29
Time (ms); Pri Amplitude (mm); Sec Amplitude (mm);
193723;67.0137;73.1175;
193801;66.7807;72.3907;
193871;66.7333;71.6421;
193948;66.6303;70.9207;
194014;66.5745;70.1308;
194090;66.4855;69.478;
194157;66.4321;68.7696;
194234;66.3343;68.0355;
194305;66.2875;67.4486;
194385;66.2363;66.9095;
194453;65.9398;66.6449;
194525;65.9287;66.0404;
194604;65.8593;65.1789;
194676;65.9106;64.6697;
194746;65.8336;63.9981;
194818;65.7263;63.7619;
194888;65.7394;63.4009;
194966;65.567;63.1717;
195034;65.5631;62.8893;
195106;65.4512;62.7263;
195181;65.5054;62.6339;
195253;65.4324;62.4635;
195323;65.3928;62.3971;
195398;65.282;62.3926;
195472;65.1891;62.899;
195547;65.2009;62.7437;
195618;65.1654;62.7511;
195694;65.272;62.5882;
195763;65.26;62.3813;
195837;65.3328;62.447;
195908;65.4707;62.5728;
195982;65.3878;62.6085;
196055;65.3238;62.6611;
196126;65.4243;62.6685;
196201;65.4249;62.5603;
196273;65.281;62.403;
196354;65.1958;62.5457;
196424;65.1606;62.9362;
196491;65.2389;62.8541;
196568;65.1494;62.808;
196640;65.2499;62.6262;
196714;65.2333;62.3865;
196788;65.1761;62.2138;
196857;65.1995;62.1416;
196930;65.2267;62.2257;
197002;65.2067;62.2023;
197076;65.2482;62.1077;
197146;65.2389;62.0694;
197220;65.2706;61.9534;
197296;65.1173;62.2805;
197366;65.1066;62.6987;
197448;65.1578;62.354;
197520;65.1917;62.4226;
197588;65.262;62.1034;
197656;65.1654;62.0457;
197735;65.1966;61.9203;
197808;65.2315;61.9136;
197890;65.1493;61.94;
197951;65.2357;61.9421;
198022;65.1047;61.8502;
198100;65.2104;61.9365;
198174;65.1735;62.0524;
198240;65.1553;62.1805;
198319;65.0797;62.8484;
198389;65.0805;63.5352;
198458;65.0826;64.4347;
198534;65.1789;65.6631;
198604;65.2317;66.269;
198680;65.3659;67.3177;
198753;65.4812;68.148;
198830;65.5812;69.2534;
198900;65.7195;70.2274;
198965;65.7962;70.9986;
199041;65.7968;71.8186;
199114;65.9048;72.8217;
199188;66.0016;73.5384;
199260;65.9887;74.345;
199336;65.9661;75.2529;
199404;66.256;75.571;
199478;66.244;76.3257;
199554;66.4366;76.8832;
199625;66.435;77.5721;
199704;66.612;78.3319;
199773;66.6297;79.1541;
199851;66.8346;79.8504;
199918;66.9407;80.1654;
199990;66.9768;80.2076;
200067;67.0768;79.7024;
200138;67.1542;78.723;
200208;67.0268;77.8751;
200280;67.0452;77.2399;
200353;67.1201;75.7107;
200426;67.1712;74.8817;
200499;66.84;73.8848;
200572;66.7991;72.9578;
200645;66.7621;71.8692;
200714;66.6991;70.9853;
200788;66.5141;69.9759;
200864;66.4561;68.9314;
200935;66.4184;68.2603;
201008;66.3446;67.5015;
201081;66.2116;66.6652;
201155;66.0682;66.2606;
201229;65.9551;65.9479;
201299;65.8559;64.7976;
201371;65.8956;64.6154;
201446;65.855;64.0307;
201520;65.5851;63.6359;
201597;65.6125;63.3541;
201665;65.5507;63.156;
201737;65.5711;62.9401;
201814;65.4865;62.8084;
201881;65.3588;62.6075;
201954;65.3491;62.4896;
202035;65.3036;62.3825;
202110;65.2523;62.3182;
202181;65.2459;62.7351;
202252;65.1738;62.6166;
202324;65.1959;62.5637;
202395;65.2699;62.4872;
202471;65.2603;62.2474;
202548;65.2749;62.0689;
202614;65.266;62.1678;
202684;65.2712;62.1965;
202757;65.2147;62.0846;
202838;65.3011;62.0402;
202903;65.2828;61.9714;
202976;65.3246;62.052;
203049;65.2665;62.0556;
203123;65.1817;62.3836;
203191;65.0571;62.8847;
203270;65.1883;62.3373;
203336;65.2293;62.5834;
203420;65.2823;62.2667;
203491;65.2376;62.2653;
203557;65.2723;62.0634;
203631;65.2729;61.9978;
203709;65.2255;62.0453;
203772;65.2296;62.0385;
203856;65.3271;62.0082;
203927;65.1988;61.9825;
203994;65.2498;62.0433;
204068;65.2742;61.9613;
204143;65.1372;62.3444;
204211;65.1002;62.6742;
204289;65.1179;62.1411;
204362;65.1361;62.3063;
204434;65.1996;62.0047;
204506;65.0757;61.9262;
204577;65.1493;61.8202;
204653;65.2472;61.7915;
204728;65.2485;61.8861;
204798;65.1789;61.841;
204874;65.165;61.8944;
204945;65.2295;61.9241;
205020;65.12;62.0146;
205082;65.2502;62.0835;
205163;65.0636;62.4614;
205232;65.0172;63.1141;
205310;65.119;63.1527;
205382;65.1886;63.7616;
205457;65.2564;63.7993;
205525;65.1934;64.6595;
205595;65.2755;65.2455;
205676;65.2059;66.103;
205748;65.4194;67.0293;
205815;65.458;67.8015;
205894;65.563;68.6181;
205961;65.6607;69.4592;
206032;65.5955;70.3793;
206107;65.779;71.2361;
206181;65.6508;72.263;
206260;65.771;72.9751;
206327;65.8462;73.6312;
206399;65.9871;74.4609;
206473;66.104;75.0536;
206547;66.106;76.0554;
206621;66.2309;76.8575;
206700;66.3868;77.5684;
206768;66.4319;78.3414;
206843;66.5712;78.9652;
206913;66.5033;79.667;
206985;66.623;80.2075;
207057;66.8807;80.6029;
207129;66.6581;81.2338;
207202;66.7126;81.6869;
207276;66.7831;81.9792;
207345;66.8508;82.3717;
207418;66.9681;81.8151;
207488;66.9335;81.2705;
207567;67.115;80.6112;
207640;67.0203;79.9679;
207716;67.0285;79.0816;
207788;67.0149;77.8411;
207859;67.0089;76.7753;
207935;67.123;75.6518;
208008;66.9721;74.7608;
208079;66.7064;74.0413;
208150;66.618;73.0589;
208220;66.6436;71.7306;
208290;66.6459;70.9262;
208363;66.6101;70.0563;
208442;66.4613;69.3838;
208510;66.3935;68.8097;
208583;66.3539;68.0729;
208660;66.2398;67.2913;
208731;66.1705;66.4688;
208808;66.1082;65.7843;
208874;65.9935;65.2591;
208949;66.0376;64.7536;
209022;65.9073;64.4519;
209099;65.7186;64.521;
209168;65.6141;63.8163;
209249;65.5893;63.7142;
209318;65.6645;63.1852;
209387;65.5132;62.9059;
209457;65.517;62.69;
209533;65.5298;62.6219;
209604;65.4885;62.4345;
209684;65.3828;62.3449;
209754;65.4459;62.3015;
209824;65.4707;62.1874;
209904;65.4561;62.2091;
209969;65.373;62.1601;
210041;65.3042;62.0667;
210114;65.2382;62.5305;
210192;65.1463;62.7054;
210266;65.2051;62.4969;
210335;65.3067;62.4778;
