Time (ms); Pri Amplitude (mm)
110440;155.4151
110530;155.2696
110614;155.1986
110696;155.2646
110780;155.0671
110866;155.0257
110946;154.8821
111033;154.8827
111114;154.8899
111201;154.8842
111297;154.8459
111371;154.8238
111455;154.8097
111535;154.7839
111622;154.6505
111709;154.6506
111796;154.6829
111881;154.7391
111962;154.6621
112045;154.6342
112130;154.5039
112223;154.4287
112296;154.5323
112386;154.3275
112473;154.3649
112553;154.3718
112639;154.413
112716;154.4628
112806;154.4558
112889;154.604
112970;154.7752
113058;154.9655
113144;155.1224
113225;155.2425
113308;155.2313
113396;155.1914
113476;155.1651
113564;154.9999
113647;155.0744
113729;155.0439
113814;155.1115
113899;155.0964
113986;155.0229
114069;154.9558
114164;154.8025
114235;154.695
114329;154.7409
114406;154.6503
114495;154.752
114581;154.7356
114665;154.6827
114743;154.6468
114827;154.4942
114911;154.4781
115000;154.3566
115080;154.4359
115166;154.4205
115262;154.4562
115334;154.2948
115415;154.3374
115503;154.2145
115591;154.2674
115671;154.4083
115751;154.7204
115840;154.8614
115922;154.8681
116011;155.2035
116094;155.1397
116177;155.2581
116261;155.2115
116343;155.3888
116428;155.4175
116511;155.3166
116596;155.2334
116684;155.2204
116764;155.0663
116850;155.025
116945;154.9752
117023;155.0174
117110;154.9377
117187;154.8722
117279;154.8775
117359;154.8239
117450;154.7572
117529;154.6721
117617;154.7272
117695;154.7833
117777;154.785
117861;154.7726
117946;154.7209
118031;154.6519
118113;154.7484
118202;154.6605
118283;154.6683
118368;154.6718
118456;154.7537
118537;154.6851
118619;154.6018
118707;154.6027
118791;154.3996
118874;154.4605
118963;154.4965
119044;154.4025
119132;154.4502
119216;154.3837
119294;154.5513
119387;154.4982
119467;154.5575
119551;154.8376
119643;154.953
119720;155.1995
119803;155.3088
119884;155.4815
119976;155.3089
120061;155.2916
120142;155.0817
120228;154.9271
120305;155.0452
120396;154.8373
120480;154.7711
120560;154.6727
120644;154.6936
120727;154.5651
120817;154.4917
120897;154.5563
120990;154.6187
121064;154.3987
121157;154.2771
121232;154.3095
121323;154.2582
121406;154.1815
121492;154.1379
121574;154.2397
121661;154.0779
121744;154.2256
121824;154.3284
121908;154.4463
121998;154.7165
122080;154.6772
122172;154.8253
122246;155.0616
122340;155.2289
122418;155.1445
122498;155.0909
122593;155.0958
122670;155.0825
122755;154.8066
122835;154.7615
122919;154.7905
123018;154.9315
123092;154.7288
123177;154.6589
123258;154.6454
123348;154.6757
123427;154.5282
123514;154.4829
123597;154.313
123680;154.3104
123769;154.1431
123855;154.2359
123935;154.1791
124017;154.1198
124102;154.231
124189;154.0275
124275;154.1522
124357;154.1534
124442;154.2754
124523;154.5576
124609;154.6722
124697;154.444
124780;154.4893
124863;154.4501
124946;154.6816
125033;155.2174
125120;155.0112
125198;155.012
125283;155.0634
125369;154.8829
125453;155.0129
125538;154.7875
125622;154.5573
125704;154.4216
125791;154.4348
125876;154.5751
125971;154.5517
126046;154.4749
126131;154.5057
126213;154.4408
126297;154.2887
126378;154.1423
126477;154.1294
126552;154.2102
126630;154.079
126717;154.1263
126811;154.1136
126887;154.0205
126970;153.9519
127052;153.8477
127138;154.1068
127226;154.2358
127314;154.4023
127389;154.5163
127482;154.8016
127560;155.0729
127645;154.8852
127734;154.8728
127816;154.998
127900;155.0594
127984;155.0012
128066;154.9265
128149;154.8775
128235;154.7357
128317;154.5704
128409;154.4917
128488;154.5891
128571;154.6167
128667;154.4412
128747;154.447
128826;154.4619
128908;154.4492
129002;154.4866
129076;154.2829
129162;154.121
129248;154.2945
129337;154.1348
129418;153.9725
129501;154.2139
129588;154.0412
129668;153.9521
129750;153.8675
129836;153.9729
129927;153.9485
130008;154.0614
130088;154.2816
130182;154.5889
130262;154.7148
130349;154.7508
130427;154.852
130517;155.0416
130595;155.2246
130677;154.9573
130765;155.1421
130857;154.9207
130942;154.9319
131016;154.7968
131100;154.6265
131194;154.6781
131278;154.7843
131355;154.687
131436;154.6803
131521;154.5633
131609;154.3471
131692;154.2398
131782;154.1669
131868;154.0361
131953;154.2336
132029;154.1575
132115;154.2072
132198;154.0577
132283;153.9167
132368;153.8914
132451;153.8167
132537;153.8287
132622;153.9782
132702;154.1305
132795;154.2009
132870;154.4996
132966;154.4963
133047;154.8441
133135;155.1663
133216;155.4883
133295;155.783
133379;156.4108
133464;157.4235
133545;158.3722
133631;159.033
133716;159.467
133801;159.5182
133883;159.4657
133965;159.5967
134051;159.6079
134138;159.8044
134222;160.075
134307;159.7248
134388;158.5862
134475;158.3014
134562;157.2181
134643;156.4209
134726;155.9021
134812;155.9285
134894;155.8271
134980;155.7767
135066;155.5333
135152;155.6881
135230;155.8021
135317;156.016
135404;156.0276
135488;156.3006
135573;156.1907
135657;156.3131
135752;156.6118
135840;157.0785
135922;157.1849
135996;157.0657
136077;157.1897
136171;157.2523
136244;157.1008
136337;157.1033
136412;157.1203
136507;157.07
136585;157.3504
136667;157.3563
136753;157.2634
136834;157.3837
136918;157.371
137003;157.5668
137088;157.4664
137175;157.5146
137263;157.6596
137344;157.6348
137425;157.5713
137513;157.6046
137596;157.892
137678;157.7429
137762;157.6086
137852;157.5626
137933;157.6514
138028;157.5774
138112;157.3624
138191;157.3299
138278;157.4245
138356;157.3642
138442;157.0123
138530;156.8059
138606;156.918
138694;156.7661
138776;156.713
138865;156.639
138944;156.4841
139031;156.4114
139119;156.3203
139200;156.1373
139287;156.0581
139369;156.0634
139455;156.0117
139539;155.8574
139622;155.944
139706;155.8208
139790;155.6094
139875;155.4301
139957;155.5164
140044;155.5027
140125;155.4109
140211;155.3548
140296;155.4053
140386;155.1667
140470;154.8978
140550;154.964
140633;155.0249
140721;154.9111
140800;154.879
140890;154.901
140974;154.6884
141058;154.5454
141139;154.5133
141229;154.4592
141306;154.4405
141392;154.444
141478;154.4266
141561;154.3595
141653;154.289
141738;154.3057
141813;154.2958
141899;154.3804
141984;154.3126
142070;154.5523
142155;154.769
142239;154.9908
142324;154.9388
142410;155.2756
142494;155.4556
142576;155.4834
142663;155.4316
142743;155.5773
142828;155.402
142912;155.439
142997;155.3545
143080;155.3931
143168;155.5215
143257;155.5393
143337;155.3965
143422;155.558
143505;155.4745
143587;155.3249
143676;155.3506
143768;155.5126
143839;155.4492
143927;155.5403
144013;155.4385
144096;155.466
144181;155.5548
144265;155.3818
144345;155.4102
144433;155.5485
144515;155.5845
144603;155.3885
144692;155.4726
144775;155.4321
144852;155.4894
144938;155.4688
145023;155.5277
145105;155.593
145196;155.6212
145285;155.5473
145360;155.4985
145445;155.6519
145528;155.51
145618;155.5134
145699;155.3168
145779;155.5235
145866;155.5148
145953;155.5025
146035;155.5776
146120;155.4961
146205;155.491
146291;155.3935
146373;155.453
146461;155.3853
146548;155.5299
146626;155.6438
146708;155.7337
146799;155.737
146884;155.7557
146966;155.7688
147049;155.5723
147130;155.4837
147218;155.489
147302;155.3985
147383;155.293
147464;155.3222
147557;155.2059
147639;155.2024
147724;154.9626
147805;154.6452
147888;154.5888
147984;154.4907
148059;154.3661
148144;154.4306
148223;154.453
148308;154.4883
148397;154.7144
148478;154.6551
148563;154.7034
148644;154.953
148734;155.013
148824;155.0281
148898;155.2633
148986;155.3349
149068;155.5072
149151;155.7779
149240;155.959
149322;155.7637
149408;155.714
149503;155.5704
149577;155.2196
149664;155.1512
149746;155.0693
149830;155.1064
149909;155.317
149996;155.3528
150081;155.3708
150164;155.3763
150247;155.139
150338;154.967
150417;155.1567
150502;155.1772
150589;155.1585
150671;155.2717
150755;155.3288
150837;155.1187
150926;154.8341
151008;154.7834
151090;154.9404
151176;154.7945
151266;154.6219
151354;154.5383
151428;154.4409
151512;154.3843
151600;154.1478
151683;154.0641
151767;154.113
151853;153.9127
151943;153.5834
152016;153.6871
152101;153.6548
152187;153.7142
152273;153.4702
152356;153.4507
152442;153.5428
152522;153.793
152606;153.8799
152691;154.153
152781;154.4706
152871;154.5646
152949;154.7113
153035;154.7411
153114;155.0338
153203;155.0216
153282;155.0164
153366;154.9723
153452;155.2555
153536;155.3395
153621;155.2079
153708;155.4945
153789;155.6208
153873;155.6434
153958;155.76
154041;155.6369
154126;155.8248
154214;155.7531
154300;155.6949
154378;155.6367
154462;155.8264
154548;155.6856
154637;155.7685
154715;155.6522
154806;155.6463
154892;155.7744
154967;155.8338
155052;155.7594
155139;155.7775
155220;155.6942
155307;155.7323
155388;155.6403
155480;155.4321
155558;155.5904
155642;155.4362
155727;155.3179
155813;155.2003
155902;155.2064
155979;155.0957
156070;155.0393
156149;154.9218
156232;154.9588
156320;154.7578
156402;154.7327
156486;154.693
156571;154.4536
156653;154.5583
156742;154.543
156827;154.6266
156913;154.3999
156991;154.1946
157075;154.1135
157162;154.0997
157250;154.198
157338;154.2452
157414;154.1015
157497;154.0588
157582;154.0916
157667;153.8397
157755;153.9199
157834;153.9339
157927;154.125
158004;154.3568
158088;154.4944
158182;154.6018
158265;154.6426
158343;154.8703
158426;155.1461
158509;155.3184
158600;155.0954
158685;155.2274
158763;155.0296
158849;155.1611
158932;154.9627
159016;154.8246
159100;154.6941
159189;154.7292
159273;154.7225
